pos,--- RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?
pos,RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   : ...
pos,I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   :)  Way to go @Apple!
pos,@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN
pos,At the bus with my iPhone ;) thxx @apple
pos,@azee1v1 @apple @umber AppStore is well done so is iTunes on the mobile devices.  I was talking about desktop app.
pos,NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad
pos,@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA
pos,@bkad5161 than apologize to @apple ;)
pos,@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX
pos,Lmfao look at the argument I had with Siri !!@ijustine @apple http://t.co/D4VjL7SI
pos,Save me from #HP's unwanted OS! Help me buy an #iPhone! I have seen the light! #lol http://t.co/8gUP9Acz #backchannel @apple
pos,Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now
pos,Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -
pos,you are so blessed. @apple
pos,#Siri now knows who my dad mom brother and girlfriend is.  Thanks @apple
pos,loving new technology from @apple iPhone 4s mac air and iCloud are unreal #technology
pos,I'm loving this new IOS5 update :) @apple
pos,Another mention for Apple Store: http://t.co/fiIOApKt - RT @floridamike Once again getting great customer service from the @apple store ...
pos,hey @apple I hate my computer i need a #mack wanna send me a free one.
pos,Thank you @apple. My new gf(iphone4s) is great!  She does everything!
pos,#iCloud set up was flawless and works like a champ! To the Cloud @Apple
pos,@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!
pos,@apple loving the new IOS5 upgrade for the iPhone!
pos,Is it just me or is #iOS5 faster for the iPad? @apple
pos,I love our @apple imac even though I haven't seen my hubby in 3 days now! #geek
pos,So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!
pos,Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1
pos,@Apple Safari Reader owns the worldwide web
pos,Kind of excited. On my way to my last class right now and then going to the @Apple store so buy #MacOSC Snow Leopard and Lion :-)
pos,i used to be with @blackberry over 4-5yrs .. after all the disruptions and lost gigs thx to their service im moving to @apple #iphone
pos,Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing because you are doing it well! http://t.co/ZZc6bE0w
pos,Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.
pos,.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear
pos,@iancollinsuk @apple I like what you did there...!
pos,I just sent my grandma a post card using my #CardsApp thanks @Apple
pos,Sorry @BlackBerry I'm moving to @Apple.
pos,@KostaTsetsekas @apple Putting it in the wash is kind of the equivalent to Will it blend? Glad to hear it's still alive.
pos,Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple
pos,God Bless @YouTube @apple for  #appletv & our bad ass system. LOVING #PrincessOfChina. GB to @coldplay & @rihanna too :)
pos,Been off twitter for a few days as I smashed my iPhone but @apple were very nice and gave me a new one :)
pos,Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking.
pos,One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple)
pos,This good here iPhone will do me VERY well today. Thanks to the gods that are @apple.
pos,RT @MN2NOVA: Love ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! #ios5 @apple
pos,Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone
pos,Updated my iOS and started using cloud services. Pretty bad ass @apple my #iPhone 3GS still the champ.
pos,@apple your simply the best.
pos,Day305 I'm thankful for the great customer service received today from @Apple via phone CS new phone on the way #365daysofgratefulness
pos,S/O to @apple for replacing my phone for free
pos,Loving the new iPod update @apple
pos,@alexlindsay My wife upgraded her iPhone 4. I think Siri alone is worth the upgrade. Looking forward to @Apple continuing to enhance Siri.
pos,@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed
pos,Loving my new #iPhone4S thanks @apple for #ios5
pos,i love this. so much. thank you @apple.  http://t.co/Ui8lOEzX
pos,@rygurl you need an @apple iphone4S with Siri!
pos,Meet #Siri your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple
pos,So I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac
pos,I  @Apple http://t.co/a8on3IAa
pos,@apple just got the new iOS5 upgrade with iMessage...good luck surviving now @BlackBerry
pos,Loving #iOS5 !! #awesome @Apple
pos,RT @MattyRiesz: @kathrynyee You were right an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}
pos,Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. http://t.co/oU7K39ge
pos,@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??
pos,@apple by far the best iPod and first time iPhone ever.... Good job guys
pos,Thank you Steve @apple store 5th av. http://t.co/nSAisriP
pos,@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?
pos,@Apple iOS 5 is sweet! Notifications phone search covers mail now wifi sync iCloud backup and integrated Twitter are all well done.
pos,Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s
pos,I &lt;3 @apple http://t.co/ondXWpEr
pos,Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.
pos,RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple
pos,My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job @apple.
pos,RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple
pos,@RickySinghPT got a new backside for my eye phone! V impressed with @apple
pos,_ibertaddigital.tv/ iPad a briliant SteveJobs produck http://t.co/00ohfLY6@Apple present... http://t.co/DBbWSDpx
pos,Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple
pos,@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required
pos,Finally got my iPhone 4S thanks @Apple. Stupid @att. Learned my lesson.
pos,I absolutely love my iPhone 4S. Thank you Steve and @apple.
pos,@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s
pos,dammit listening to siri is making me want to upgrade. well played @apple.
pos,@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!
pos,#iOS5 update submitted to @apple! Thanks for all the support!
pos,Awesome service from the @apple store in pc. Thanks chris!
pos,RT @To1ne: .@apple thanks for fixing this... http://t.co/wTj1ogDO
pos,I am crazy about #iOS5 . The photo cropping is the best! @apple
pos,.@apple thanks for fixing this... http://t.co/wTj1ogDO
pos,Hell yes!!! Got my contacts back!!  Thanks @apple
pos,RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE
pos,Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!
pos,@jonsibley Actually the @Apple  mouse is pretty sweet man.
pos,The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple
pos,Finally got the @apple IPhone thanks to @sprint getting with the times
pos,#iOs5 is nice and as it had to be ! Thanks @Apple
pos,Good support fm Kevin @apple #Bellevue store 4 biz customers TY!
pos,Wow I am loving this new @apple update for my touch. #coolness Well done
pos,@Apple: Siri is amazing!!! I'm in love!
pos,Love love love iOS 5!! @apple
neg,RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ...
neg,RT @Jewelz2611 @mashable @apple iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..
neg,@mashable @apple iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..
neg,THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE
neg,@apple needs to hurry up and release #iTunesMatch
neg,Why is  #Siri always down @apple
neg,I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple
neg,@apple AirDrop #fail - Immediate declined your request. every time
neg,good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 #fb
neg,Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
neg,The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss
neg,@paulens It surprises me that @Apple throws up an error alert about authorizing and there's no Authorize this computer button.
neg,@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!
neg,Oh @apple. Steve obviously had nothing to do with iPhoto as it's the perfect opposite of 'insanely great'. Get it fixed please.
neg,OMG @apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS
neg,@ryanbaldwin @apple So in iTunes I go Store -&gt; Authorise why doesn't it just auto-authorise it when I sign into iTunes? Grrrr...
neg,Seriously - I have absolutely no offing clue what @Apple means by authorization nor how to do it.
neg,. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!
neg,Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance
neg,Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity
neg,I am so done with @Att and @apple 's profitering and lack of customer service so fucking down with both!!!
neg,@rogerweir no but I have the option of a  replacement iPhone 4s ?Not sure if I want one after having 2 duff iPhones.@O2 @iphone4s @apple
neg,So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?
neg,You know @apple It's been almost a week since I paid for iTunes Match I would really like to use it. Any ETA on a fix?
neg,removing all @apple shit.
neg,So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple
neg,What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable.
neg,@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em
neg,Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise
neg,@bisquiat @Apple the upgrade just slows down my phone so much it's stuck half the time. uch. thankfully no other damage. sucks for you :(
neg,@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.
neg,Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat
neg,Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.
neg,@FishMama: If you made a purchase just wait for the @apple survey! hate going b/c of the bad #custserv
neg,Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!
neg,@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the newest model are suckers...
neg,Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.
neg,RT @phxguy88: Oh just fuck you @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR
neg,Oh just fuck you @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR
neg,@apple No I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now
neg,WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!
neg,@Apple on the #iPad with #iOS5 why has the Messages Icon been included when it can't be used?
neg,@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T
neg,Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii
neg,@apple why is my iPhone battery so crappy #fail
neg,My @Apple @macbook keyboard will not type :(
neg,@apple your new Save a Version function in Pages is absolutely the most awful interrupting counter-intuitive piece of crap in the world
neg,I hate my @apple computer.  Thats 3500 dollars down the drain.
neg,@apple my iPhone is charging very slowly!!!!!
neg,@apple Wish I could pick month day and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!
neg,@apple $319 to repair my iPad 2 Apple you've lost me and my $700 a year Android here I come!
neg,@azee1v1 @apple @umber Proper consolidation proper syncing stop losing my PURCHASED items checkboxes that do what you think they will do.
neg,@AsimRang @apple @umber the desktop app is wack though
neg,I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm
neg,Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #
neg,@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt
neg,Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.
neg,Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???
neg,fuck u @apple
neg,oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it
neg,why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple
neg,. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed
neg,iMessage doesn't show the time a message was sent annoying @apple
neg,Like @apple da fuck is this shit?  http://t.co/nb4DHlSg
neg,RT @CircusTK: I'm wit chu!! @ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ...
neg,Samsung seeks iPhone 4S ban in Japan and AustraliaPatent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk
neg,@apple why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail
neg,@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??
neg,@apple the reservation system not working shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing
neg,@Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp
neg,@albertmal88 remember @apple is evil. #icloud entering the #dropbox market
neg,I know a few others having same issue RT @Joelplane: 9% now on my second full charge of the day. Pissed @Apple
neg,RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!
neg,I'm wit chu!! @ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!
neg,iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.
neg,Der iCloud I HATE U  AND I HOPE YOU DIE  YOU ARE THE WORST FUCKING INVENTION IN THE WORLD  FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs
neg,i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple
neg,oh.. my iphone is overcapacity huh?! -____-  @Apple won't let me be great!!!
neg,Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!
neg,@apple u guys are gay
neg,Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo
neg,@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!
neg,@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.
neg,@chascouponmom @apple I get they are busy w/ the new phone but I just wanted to buy a stylus. they made me wait forever outside & never
neg,@apple @iphone Please deliver my daughter's i4s she is driving me nuts #iphone
neg,Hey @apple the SMS full message is complete shit. Yes I'm annoyed.
neg,Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6
neg,@Apple your service experience is really fucking slipping (except for cute eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg
neg,Had ma Ipas not 24 hours an I jailbroke it...now its SHAGGED itunes won't letme restore it @apple SYM!!!!
neg,@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!'
neg,Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh
neg,Where is my iPhone!?!?!?!@apple
neg,@apple battery life suck on iOS 5
neg,An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.
neg,@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?
neg,Hey @apple why can't I share a reminder list from my iPhone?Also why can't I login to the iCloud webpage to modify sharing from my phone?
neg,Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade
neg,could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous
neg,Can someone plz explain to me whhyy @apple is only distributing 2-3 phones per day to the sprint stores. I'm really ... http://t.co/uf9taK8f
neg,GAH. @apple iOS 5 opens text messages painfully slow on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.
neg,Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread
neg,@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better. &lt;&lt; check Settings: 8 times more App usage in iOS 5
neg,As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad
neg,I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN
neg,@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products customer service sucks. in NZ?
neg,I really hate dealing with the brain dead people at the @apple store. For such good products customer service sucks.
neg,You can make photo albums in the Photos app with iOS 5 but can't password protect them? Um... @apple fix that. Quickly.
neg,Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall
neg,RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.
neg,@apple If you want to know what customers think dont send updates with the noreply return address. Who invented that anyway. #useless
neg,Every time I try the voice control on my iPod Touch to send an iMessage it starts playing Who Knew by Pink.  Still not Flawless @Apple
neg,should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience
neg,Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL
neg,RT @ScottDugas: Warning: if iphone apps spontaneously loose data it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade  ...
neg,@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx
neg,Lies @apple. the battery on this new iPhone4S is definitely not any better.
neg,@philipgrey: dear @apple why you gotta go change the way &lt;input type=number&gt; is handled out of the blue?
neg,Been on hold with @apple customer service for 25 minutes. Wow lt's like they're #timewarnercable.
neg,anyone else stuck in duped calendar/mail/battery sucking @apple hell? #iCloud and #OSX Lion are a disappointment
neg,For being the inventor of the computer mouse  Why is it that @Apple has never made one that is not a complete piece of fucking shit?!!?
neg,@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain genius bar wants to replace the battery. Really?
neg,@PrJusto Don't question the @Apple they will remember your dissent!
neg,@apple: Multiple times siri is having trouble connecting to the network.  Siri needs servers (and some exercise!)
neg,RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is havin ...
neg,Ugh. WTF is up with all the bottlenecks @paypal @apple?
neg,+1  RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!
neg,@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!
neg,if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?
neg,any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious
neg,@Apple - #Siri is not working due to network problem? Seriously? Can you fix this? #iPhone4s #Fail
neg,@trisha_ps @iCloud is Cloudy. @apple tech not very techy.
neg,See @Apple that what's happen when you release iPhone 4S with same crappy design as the old phone!
neg,This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable
neg,Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable
neg,Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said I can't actually help u just direct u back to the web
neg,What's wrong with Siri today @apple
neg,@Apple Siri is down!
neg,I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.
neg,on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.
neg,@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO
neg,@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it
neg,@samsung @apple you do realise you're just really pissing off the customer base AS WELL AS looking petty.
neg,@Apple - why do I have to have apps I am updating in their original 'folder' location? That was painful.
neg,@apple domain fail. Open 2 hrs late for walk in ppl. Store was empty and i only need a skin 4 my screen. You represent customer service FAIL
neg,@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life.
neg,Is it me or does my #iPhone run slower since the #iOS 5 update? @apple @Verizon
neg,Just searching with my voice on my 2 year old nexus one @apple.
neg,@apple your update server has been timing out for a week. i had to force a restore w/the new #iOS5 software. lost all my stuff. thanks!
neg,#appleupdates2 success stories- iPhone & iPad 2.Now been on phone to Apple 45 mins. iPad 1 WILL not. Wasting my time @apple#Replaceit!
neg,Thanks to a 90 minute wait on hold half an hour actually talking to someone the @Apple tech decides to send me an email to fix my phone
neg,I am very upset about and inconvenienced by this iphone update failed backup. @iphone @apple
neg,but seriously @apple finance me a damn phone you greedy bastards! OR Santa...get your jolly ass in gear and get us a 4S - white plz
neg,My schedule is 2 busy 2 spend UNquality time with @ATT @Apple 2 recover Iphone again-The mo' mobile I get the mo' immobile I is. Sync Not!
neg,Pondering the iOS update... From the sounds of @MikeFerri's difficulties I may just hold off :/ @Apple FIX IT!
neg,@twalve @apple you know the issues they have with DST and alarms :p
neg,Why book @Apple Genius Bar if after 2.5 hours you still can't be served. Disappointing Apple Store Sydney. #thanksfornothing
neg,screw you @apple iOS 5. I can't download this crap and I'm tired of trying. Get this problem figured out about my connection timing out
neg,Wow. iCloud's mail is down. 1st the iOS 5 upgrade issues and now this. I really hope this isn't @apple without Steve Jobs.
neg,what is going on with all my @Apple products?! First my #iPad freezes (still is frozen) and then my #iPhone won't turn on!!! #techieTroubles
neg,#iPad in perpetual restore loop after trying to upgrade to #iOS5 :(@apple sux without steve
neg,2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.
neg,It took @apple about 7 years just to figure out how to properly syncronize an iPhone.  WOW!  #ios5
neg,Overall I am a fan of the iPhone 4S; however my Siri has issues connecting to the network @Apple
neg,Terrible customer service at Los Gatos @Apple! Why do I have to pay $199 for a bad home button on my iPhone?!?
neg,@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made
neg,Having major battery drain issue since updating iPhone 4 to iOS 5.  Anyone else? @AppStore @iPhone @apple
neg,Dear @apple please send me my Mac Book back surely the repair is done by now... Thanks!
neg,@apple thanks for ios5 - loving having my music breaking up like I'm talking on a mobile (cell) phone. Bring back functional 4 #iosdonwgrade
neg,@Apple #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix.
neg,Sorry @apple but #iMessage will never be what #BBM is. Disappointed.
neg,Iphone 4s siri doesn't work for shit @apple
neg,Clarence Thomas must have designed the new OSX lion tossing decades of workflow standards @apple bring back save as! #autoSaveSucks
neg,i officially HATE @apple... fix your damn itunes.
neg,Dear @apple your staff at the Little Rock store answered my first 3 questions with I don't know. they weren't hard questions.
neg,RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order you piece of shit
neg,Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running.
neg,@Apple can suck my dick gotta restore my ipad #annoyed
neg,The line at the @apple is just STUPID
neg,@nansen Man that sux! @apple io5 upgrade a total #fail for you!
neg,Dear @Apple Contacts you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it.
neg,Is it too much to ask which app is incompatible @apple? http://t.co/yKqip7nk
neg,Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often
neg,@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!
neg,hey @apple do you wanna fix my fucking playlist order you piece of shit
neg,#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps data and syncing
neg,RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.
neg,So glad that I paid $69 for this @apple care protection plan.  Been on hold for over 20 minutes now.  Great customer service. #NOT
neg,not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help
neg,All I can say about @Apple right now is #GoodRiddance  See? Cancer isn't ALL BAD!
neg,@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever
neg,I hate you @apple for not sending Toledooh @bestbuy any @iPhone for @verizon even after I pre ordered!!!
neg,@pmphillips @apple If my non-Apple equipment broke this often I guess I'd need an Asus genius bar. But it doesn't so I don't :-)
neg,Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off)
